psp_reference,merchant,card_scheme,year,hour_of_day,minute_of_hour,day_of_year,is_credit,eur_amount,ip_country,issuing_country,device_type,ip_address,email_address,card_number,shopper_interaction,card_bin,has_fraudulent_dispute,is_refused_by_adyen,aci,acquirer_country
89410650089,Golfclub_Baron_Friso,SwiftCharge,2023,20,37,10,True,7.86,SE,SE,Other,,4L4aF3qoXTGKuFUO5ioruw,2EoBadg0dQ4eOxaltF42Tg,Ecommerce,4571,False,False,D,IT
38394465378,Crossfit_Hanna,TransactPlus,2023,14,32,304,True,23.54,IT,IT,Linux,aDhLBMezC8c7FMYdIIDMvw,Ee3NMsv4XInSlTPkHvlgRA,7Jaf4XDxD-jVji8iqBq5Gg,Ecommerce,4920,False,False,D,NL
79488939497,Belles_cookbook_store,SwiftCharge,2023,13,34,307,True,374.37,ES,ES,Linux,dWpLx3iS9s2uPLumwmIxCA,ghhAkzYPhoQZcmG7Agi71A,T-1PYlTeN9wvf6ShQ1IvJA,Ecommerce,4571,False,False,D,US
87912942699,Crossfit_Hanna,NexPay,2023,17,16,97,False,594.52,BE,BE,Linux,Xt521LwPZmuZa7sOo5wL9Q,Zv_OHxjhttfWkAE00oWyKQ,iuboZ4l9Pr5dhSIg3uMPOQ,Ecommerce,4622,False,False,F,NL
64505510891,Crossfit_Hanna,NexPay,2023,3,22,245,False,28.35,IT,NL,Linux,g5iZIOp1OYKHz0L0vQs8gQ,,FqwjHrqWnI2LJeBHs2RXbw,Ecommerce,4017,False,False,F,NL
27927426581,Belles_cookbook_store,TransactPlus,2023,19,40,364,True,38.66,SE,SE,iOS,0fPMg3fSyV5FrUUINhAw0w,5i7jWiIDiGIuioFTPtLV0g,tBPkO6dGo4c4VWhrIceYZQ,Ecommerce,4236,False,True,G,US
82045987576,Belles_cookbook_store,NexPay,2023,10,28,363,True,9.08,BE,BE,Linux,0vzHOzwAptVqdh8UIiPKSA,jV7Cyzt8bLNrxWUA0jrlYA,Zs5F4mtNNWQXCoymTWE8GA,Ecommerce,4556,False,False,F,US
54650739823,Crossfit_Hanna,GlobalCard,2023,15,12,288,True,61.83,BE,BE,Other,S21UNGJa2j9jQG_lj96faQ,,WwDyVm7E0-CfCYFhu92iiA,POS,4916,False,False,B,NL
31882872937,Rafa_AI,GlobalCard,2023,7,48,189,False,57.34,FR,FR,iOS,FGpkyGpX5BHE_jh69OCGZA,QdoLV331zl00B3YZY-AGlA,WhQF6b95kaLvbpC6TMX7xA,Ecommerce,4916,False,False,E,NL
71354221041,Golfclub_Baron_Friso,GlobalCard,2023,6,40,125,True,88.95,BE,BE,iOS,SNEX2rtZBj22jl6fylfpow,E0YwXu-_vDOM0c4u-Ijz4Q,myBYH2uHhfZIunINAWjz3Q,POS,4645,False,False,C,IT
44719748574,Crossfit_Hanna,GlobalCard,2023,23,16,296,False,43.96,IT,IT,Linux,ZlMwuJWR1c64-GMPaCw_pg,hZ9RSZw3255bOrn3O3N3uw,KjqWxZvXx3wSWhN-9zrwIA,Ecommerce,4802,False,False,F,NL
72750934301,Golfclub_Baron_Friso,TransactPlus,2023,7,47,167,True,113.96,NL,NL,Linux,,QCR9SrRgxo7AjkCZ94uNIA,sGTJ4CEftllpWN2B7Iypaw,Ecommerce,4916,False,False,D,IT
33987304310,Crossfit_Hanna,TransactPlus,2023,16,25,8,False,55.17,IT,IT,Linux,VWe5dNRQJIVJkVpypb478w,,PK8oPgDdmN_jq5Jwch9FjQ,Ecommerce,4916,False,False,F,NL
33722951254,Rafa_AI,NexPay,2023,3,4,305,True,321.22,SE,SE,iOS,2laa1YbPYX_L5uLHZK85hw,,7t_MOGf86vDLQgSL06el-g,Ecommerce,4802,True,False,G,NL
71840152056,Crossfit_Hanna,GlobalCard,2023,23,15,189,True,1053.6,LU,NL,Windows,CFFHhvbqS8-UAbRwfuck3w,Mc_3GoBbK1ZHET6oH6yIBg,gUq6W4Zz5YNP0uo8VWv4-g,Ecommerce,4556,False,False,D,NL
87994913094,Golfclub_Baron_Friso,GlobalCard,2023,13,5,229,True,104.33,NL,NL,Windows,qNi5E_W9kMfey9cR64VitA,3_lUwZN1W0Azfu68U9q6ZQ,gd_5ddhoeh8UdSRkYLh_pA,Ecommerce,4920,False,False,D,IT
57172750246,Crossfit_Hanna,NexPay,2023,15,45,147,True,68.09,GR,GR,Other,oWHmaUAqM2JAMLKCDHvAKA,0ygXGCe2OMFtSbk_1HGiFw,MC34nd-TKq90izlIe-iy2Q,Ecommerce,4556,False,True,G,NL
83239638370,Crossfit_Hanna,TransactPlus,2023,2,34,268,False,18.8,FR,FR,Android,kT6I8oklBvEdu0F5BHs6ow,epOTYT3Z5j8gPkv2sBCedw,-9NtXgjAD_eLuI-tPSGXAQ,POS,4017,False,False,C,NL
33017505011,Rafa_AI,NexPay,2023,12,19,230,True,13.38,IT,IT,MacOS,,0mDPYtSNMXytCt3A9WTxxw,wvsZCU5lSdSrSte3sp2Nzw,Ecommerce,4916,False,False,E,NL
11654773123,Golfclub_Baron_Friso,GlobalCard,2023,8,9,100,True,9.46,SE,SE,Other,,tHp8fW3VANIlItEShpnxlw,OyWp1r62YR3ikZyqxW_9uA,POS,4622,False,False,B,IT
11340236231,Rafa_AI,TransactPlus,2023,8,14,128,False,2.47,BE,BE,Linux,knOi8dI6tc0fwc-RGyyFqQ,8L0RTett1gd0YwhZfqEWgw,mYPtyKy4uJldTigpqIFFrQ,Ecommerce,4920,False,False,E,NL
12061579674,Crossfit_Hanna,GlobalCard,2023,9,37,325,False,119.88,IT,IT,Linux,cYFsTilU1ZqStUEVMXH6WA,hrrWvOplkwAb7nDm5JaxPA,o-0fnmzPGVNlRQoPLB4IUQ,Ecommerce,4556,False,False,F,NL
57911601753,Crossfit_Hanna,TransactPlus,2023,18,34,221,True,384.82,NL,NL,iOS,aBb8GR3183m6UrZvbQ_ntQ,N2zZGJWdQkL6EIXV3a-Hiw,nfyKzuozYmggEmrwYXhAhQ,Ecommerce,4916,False,False,D,NL
43727349391,Crossfit_Hanna,SwiftCharge,2023,4,0,360,False,133.87,NL,NL,Linux,PhflCfDNoHksKt5X95DDag,wnR_gI03j9moPew4bdUTLg,fU9ts-m5Awbhj10Hqndt4g,Ecommerce,4622,False,False,F,NL
14819927884,Rafa_AI,TransactPlus,2023,14,25,26,True,32.52,ES,ES,iOS,BoX9BTSQoRa-duLBr8Jn2Q,BAYWftD4jPEwXKiSzPsOgQ,0dn7gXachiB8nyZvyEud5w,POS,4645,False,False,C,NL
35788283984,Crossfit_Hanna,SwiftCharge,2023,4,36,226,True,33.21,IT,IT,Android,aalwFtokFHB9rAoKZewK6Q,C5tnH2hqVWfx5JRYPmVfUg,seHFMbFFvu-bveKB8Mk2KQ,Ecommerce,4526,False,False,D,NL
66523455495,Rafa_AI,GlobalCard,2023,11,40,282,True,27.04,IT,IT,iOS,JclIqQCRAMBD7nsOD1UO4w,UCwVSsRICL0koU-eVYCmcA,msvxA17JlPHp4XVG3LOVWg,Ecommerce,4556,False,False,E,NL
81531016677,Crossfit_Hanna,GlobalCard,2023,14,1,260,False,18.45,NL,NL,iOS,TPOemgnEU-_wcqFO4FzoQA,dVI_mlqijeG6kIRKMnmJTQ,kjoTGeJmmxdPEM9pAEVVVg,Ecommerce,4556,False,False,F,NL
66017259224,Belles_cookbook_store,NexPay,2023,0,20,21,False,95.7,BE,BE,Other,kmCfsqvrYKbWkzdry_pWgQ,br9un-3kg89EDG07tyWYtw,ELA6-URdwT-sL0EDv96fIw,POS,4622,False,False,B,US
24796561934,Martinis_Fine_Steakhouse,GlobalCard,2023,15,15,131,True,102.88,GR,GR,Other,9icJ_wdB1s4wFeTUX37qQQ,xFJ2x8xsl0qrnp83ZtTv8w,LHZKE1No_msVwVxAT6lZIA,Ecommerce,4556,False,False,D,FR
62233380230,Rafa_AI,TransactPlus,2023,8,9,276,True,45.61,SE,SE,Android,,nO8qaF2AswRAIejLpRr8sQ,GsMPgmOIprSvUCZyQL-DVA,Ecommerce,4622,False,False,E,NL
73672607869,Rafa_AI,NexPay,2023,11,19,134,True,67.87,NL,FR,Linux,jZ6AFVaOmqv9JBfqTSq7CQ,zcC5lhx9OfZ52qn8zg53SQ,TZuy2q3_lb6Dkz77DElTgQ,Ecommerce,4916,False,True,G,NL
79897257292,Belles_cookbook_store,TransactPlus,2023,14,16,288,True,28.9,NL,NL,Other,,XmgPNa1eVADAWqbBgN6lEw,JyqqQIUeUiVrOWBzj9wKPg,Ecommerce,4571,False,False,D,US
30915267091,Belles_cookbook_store,NexPay,2023,11,47,326,False,29.69,SE,SE,Other,O19AkGwi1anqjUDeAXXbqg,Ox-fe6jY_FbUtOqFA3ZYBA,lxTFFe-WKBhK2eKfMqBzyw,Ecommerce,4556,False,False,F,US
21702732737,Martinis_Fine_Steakhouse,NexPay,2023,19,3,291,True,45.11,BE,BE,Other,x8fwfbBnI_i1bQsm1nn_uw,,0IZ6uTwI3SiPFBgBl2GcRQ,POS,4916,False,False,B,FR
39614216705,Golfclub_Baron_Friso,GlobalCard,2023,5,29,350,True,12.53,SE,SE,Windows,0S3iK1uefekC3C3d6kyr0w,L1u3Hj4eAmQDKwQpqpxVXA,fj_59zMdGyx5l6Vl49KG1A,Ecommerce,4133,False,False,D,IT
83509523662,Crossfit_Hanna,NexPay,2023,20,26,193,True,31.4,IT,IT,Windows,,gPBXeko-CwBjS-KTN2LkOw,CCcUyt3yGqrF3kZv6MnoPw,Ecommerce,4891,False,False,D,NL
71209492949,Martinis_Fine_Steakhouse,NexPay,2023,17,20,226,True,94.46,GR,GR,Android,3nc_L6rj0rcnMCn49Q3Biw,Ln9hAIt17mMS-xXpmBlGpw,KaPbqryvRCuVLz5HCmfwBA,Ecommerce,4556,False,False,D,FR
85839731450,Crossfit_Hanna,GlobalCard,2023,18,58,352,True,64.69,LU,LU,iOS,,Sqyo-SVsZrwDKfqTUgBO_Q,pV_TDP6qRTZnZ8ZVDcl19A,Ecommerce,4916,False,False,D,NL
36958466051,Belles_cookbook_store,GlobalCard,2023,19,6,348,True,50.5,IT,SE,MacOS,u76vUXp-YyPf8SLZyJZjGw,Zt5JvHY3Nvq9jYGPKcYdjA,IfEaBu4K-KpBi2QJ9cUEKQ,Ecommerce,4891,False,False,D,US
89049464251,Crossfit_Hanna,GlobalCard,2023,16,9,289,True,115.37,FR,FR,Linux,62b5963seR5SH_lnwKUHog,MTYW7Olsm5ES_T9rXIyh6Q,uMDFMXjr5qtj9nLN8vAV-Q,Ecommerce,4556,False,False,D,NL
12075623213,Rafa_AI,GlobalCard,2023,21,15,340,True,356.14,ES,NL,Other,,3z4khr2q-o8tJe41rc0byg,USi4H8XZDyPtbvAYupAlhw,Ecommerce,4916,False,False,E,NL
60287333380,Crossfit_Hanna,NexPay,2023,15,33,270,True,281.4,LU,FR,Android,,YRv0J1UB8YdWA8WEdHIqSw,eRc1IrCx6K0LyuT68vt3dg,POS,4556,False,False,C,NL
70263464804,Crossfit_Hanna,GlobalCard,2023,15,3,56,False,177.65,BE,BE,MacOS,jPBfgy_z-Sk4KwdQtloxDg,1aBX7KDejYjJFkDb6yu8Qg,UGppzVljPNc9hGORt40q4Q,Ecommerce,4532,False,False,F,NL
12478004621,Crossfit_Hanna,GlobalCard,2023,10,34,254,True,26.26,BE,BE,iOS,1bDCuQHdJtLa-mXlYw6zTQ,OxsPtKkAwPo_xI0fZE1miQ,eojRLPYDb4GktAfEgLaG8Q,Ecommerce,4236,False,False,D,NL
37692682051,Crossfit_Hanna,SwiftCharge,2023,6,38,289,False,37.97,NL,NL,Other,NvylZVoInlB-_jvfHWGVXg,,KeWP4JDfIKgLRTqKGmaJ6g,POS,4916,False,False,A,NL
65649845274,Crossfit_Hanna,TransactPlus,2023,17,23,8,True,56.51,ES,ES,iOS,sK-6SojfSttREl7fyoEwVw,9QiwOE_waXAHLVlWxIy9Jw,rmG2JHpZH_v7h8-fLmgI8g,Ecommerce,4532,False,False,D,GB
36189817116,Crossfit_Hanna,NexPay,2023,14,56,249,False,167.65,IT,IT,Android,,DBrKuu6wYilVlUNszcVcxg,GUKeFckCTg3_lPROVIv4ZQ,Ecommerce,4920,False,False,F,NL
60042399083,Crossfit_Hanna,NexPay,2023,12,15,65,True,11.18,SE,SE,Windows,9loZmwAOPL54cB1C7ctfpA,axGhVBGFtn1b-tCuLWQs-Q,NolDUbtCqrOMWCoL3J9zcA,Ecommerce,4891,False,False,F,NL
86885022840,Crossfit_Hanna,GlobalCard,2023,21,19,116,True,57.31,NL,NL,Android,G6Mlg5Tc_Iw26XbSS4898w,ivmUg9n2AymluERzmjHzWg,KXLViKIWg4HXlXYiLGBoKA,Ecommerce,4916,False,False,D,NL
17625769336,Crossfit_Hanna,TransactPlus,2023,14,46,135,True,143.63,BE,BE,Windows,SNEX2rtZBj22jl6fylfpow,E0YwXu-_vDOM0c4u-Ijz4Q,WJjxKI5V_Q1SltDVRtLqYA,Ecommerce,4556,False,False,D,NL
79210911079,Golfclub_Baron_Friso,GlobalCard,2023,9,6,74,True,96.78,NL,NL,Other,eA2PGOzA-1AC2buhMS3pQw,1o5aw_lvL8SgBhKFgww5dA,zyQ6CRJifM20nCU0fyrX2A,Ecommerce,4532,False,False,D,IT
28688122660,Golfclub_Baron_Friso,NexPay,2023,11,6,134,True,9.34,IT,IT,Linux,Oc8jWi1g-oqtiMCLYUzcnQ,Pjd4xUdw52070CfKUcyFTg,mlfElnKSjR6JTwYTSdFARw,Ecommerce,4645,False,False,D,IT
53693317996,Crossfit_Hanna,GlobalCard,2023,12,34,121,True,97.82,FR,FR,Windows,Xno7eDYG1pBbAM5SZHepyg,SR51j-0eMfAnJAYwHP9EmA,iY9mDvrK9hhZhuTkbC_fbQ,Ecommerce,4916,False,False,G,NL
12774624141,Rafa_AI,GlobalCard,2023,11,18,303,True,80.14,IT,IT,Linux,O12SD_hrQhWVHJ1pT42pmg,arg_azhRjaQ9VUtUolqe5A,zTAubqVoLeX4sCLyqoQVgQ,Ecommerce,4916,False,False,E,NL
80211788576,Martinis_Fine_Steakhouse,GlobalCard,2023,22,11,30,True,62.96,BE,BE,Other,,eDaA7wLzXDzyEKGlhWZ8wA,Ur-i7ri9uNmV_mnQFB6Gug,POS,4622,False,False,A,FR
74876055983,Rafa_AI,GlobalCard,2023,11,11,323,False,307.8,BE,BE,Other,,a6jeDatUYbChHtV_nF18nQ,Owtrfc36obXXEMspXWZMHQ,Ecommerce,4916,False,False,E,NL
22948949083,Rafa_AI,NexPay,2023,16,56,104,False,32.24,NL,NL,Linux,3URNh4ccGzONspbHpGpfSg,HvQ_AaLagTSEB0NM6CHWIg,tYPX_v5fAVXP3VarqcwHpQ,Ecommerce,4571,False,False,E,NL
42889071869,Rafa_AI,TransactPlus,2023,8,44,217,True,3.79,NL,NL,Linux,P9WfntTz35XOirHJ8a6tlA,ryV8o7pMR8W5Nk2xknNZgw,aXvSSHlrrD9MgPYCwz-iHw,Ecommerce,4133,False,False,E,NL
64323168508,Golfclub_Baron_Friso,GlobalCard,2023,22,41,50,True,7.81,NL,NL,Android,xt6CE9kbceZHyAt3zVImSQ,6VYA4F9RFNdxaqH04G3SOQ,wS5wJ_G1EYq2owzhHvSxWg,Ecommerce,4802,False,False,D,IT
39780964631,Belles_cookbook_store,GlobalCard,2023,18,58,232,True,120.87,IT,IT,Other,,LLybfpCcCfp4CABzq0R-dQ,-j1WqBak75-9t8JfO1JUvA,Ecommerce,4802,False,False,D,US
31185397742,Belles_cookbook_store,GlobalCard,2023,20,21,100,False,55.08,IT,IT,Linux,,WQb2GZXjfrJ_eQr1MD40IA,ftiC3cvQhXEDi1hPH0WpRQ,Ecommerce,4916,False,False,F,US
26302032627,Crossfit_Hanna,TransactPlus,2023,13,0,270,False,119.71,IT,IT,Android,,CJn0LZJ6S3460MbcvYAyfQ,KxbZnxhUU7M3qPrJH9VPeQ,Ecommerce,4645,False,False,F,NL
12174730074,Crossfit_Hanna,TransactPlus,2023,13,58,52,True,24.03,LU,LU,Linux,A_M49aEbFafynHXPrqktaQ,hakcCSXDDhrY7Zb0q1LfXA,qVr_2ZnKvJx72KuhsPDa3Q,Ecommerce,4526,False,False,G,NL
86303915612,Golfclub_Baron_Friso,TransactPlus,2023,19,9,56,False,52.89,NL,NL,Android,wok8gc2ejSfdcI0bhO5mSA,JQLbhMclCcsAmUeeG7Ng0Q,SPhYZIqrLCdfoh6KVK17QA,Ecommerce,4556,False,False,F,IT
24968211254,Crossfit_Hanna,NexPay,2023,19,34,314,True,26.23,BE,BE,Android,yUXa6ZZCXfNV8mCsJHbVQw,EkNoiru2F5eW8V9ITMyGgA,mZKORX_uzm9ruDXFPVgiOQ,Ecommerce,4622,False,False,F,NL
29403666807,Belles_cookbook_store,NexPay,2023,7,56,157,False,18.57,IT,IT,Other,AJ3pWaz_mVgGeqpSLPEpfw,,YiFIfJCzRvCgdh41BqpQSA,Ecommerce,4571,False,False,F,US
14214155722,Belles_cookbook_store,GlobalCard,2023,1,6,6,True,186.14,NL,NL,iOS,Et1TroJqChIxrH8glJqm1w,tbDq7oL7iLw0XYS9PG01ew,gyESS-qu1JK1ng52-KDQ5Q,Ecommerce,4526,False,False,D,US
15786948544,Crossfit_Hanna,NexPay,2023,2,52,1,True,21.93,IT,IT,Linux,4SXiHevbuS9UeCX0-_8vkA,Lbh9xhbZGjcSPGxXLhvLfA,5EoMp5yNzAxiqgTTEH1UjQ,Ecommerce,4891,False,False,D,NL
41477821659,Crossfit_Hanna,NexPay,2023,16,5,115,True,25.84,SE,SE,Android,,6yA_vSnVkP-ja2bpLmog-A,p77GJwRscudQi9CTeSA2zA,Ecommerce,4916,False,False,G,NL
59212062455,Belles_cookbook_store,SwiftCharge,2023,7,24,295,False,27.14,IT,IT,Other,N9Zm3Xd4toxeJMkNMB82Yg,443wSko1Sxd-Vz4zAQ9bkw,RzAl2Vung9Sk9NOnk1fzBg,Ecommerce,4017,False,False,F,US
88192996050,Crossfit_Hanna,GlobalCard,2023,20,49,118,True,22.59,NL,NL,Other,gbyBBnBJ1XRWmPK6ckz-SA,,Ir0yRhR215BO8PV0E6C6ew,Ecommerce,4916,False,False,D,NL
58679016224,Crossfit_Hanna,GlobalCard,2023,9,3,19,True,32.77,NL,NL,iOS,,61j1BpK7m9106fHj5rRTGQ,TDnwKmpbAi8ne5zL-pufrw,POS,4556,False,False,C,NL
10971734701,Golfclub_Baron_Friso,GlobalCard,2023,9,58,248,True,8.24,NL,NL,Other,,JfjYHBQou677gmdDF9VWTA,O-3SWUpEOGkPCxvbbuNwQw,Ecommerce,4532,False,False,D,IT
51505545090,Crossfit_Hanna,NexPay,2023,18,6,2,False,47.86,IT,IT,Android,7Rd79gz-9vzRNn4Cvw7gBg,mEIAwClb4hu-IaROQ06Ncg,O5Iqzmclu4K2WJFnY8HPYQ,Ecommerce,4532,False,False,F,NL
11634048489,Golfclub_Baron_Friso,GlobalCard,2023,13,38,5,False,23.98,LU,LU,Android,,,0Z1t7hHU7bDXYLIjYWsqBw,Ecommerce,4556,False,False,F,IT
61931506150,Golfclub_Baron_Friso,SwiftCharge,2023,9,6,251,True,102.8,IT,IT,Other,uR5a9a6lVh-0TlwE3jIshQ,oirIlC_qD-FRpbP4GtA4Tw,Gg-QjYvU3nTbtSSp49YqZg,Ecommerce,4571,True,False,G,IT
47895020372,Rafa_AI,GlobalCard,2023,12,1,158,True,101.97,NL,NL,Linux,,mBHJi4YJrnkulFWyFAL74A,QuTLoP0qwRIPj17706gRvA,Ecommerce,4532,False,False,E,NL
45409333045,Crossfit_Hanna,GlobalCard,2023,12,7,271,True,38.06,BE,BE,MacOS,,6TuR8J3R044fSUsYSd9JcA,xSDIftBBLzP1IbLgbmqrxA,Ecommerce,4916,False,False,G,NL
11160578147,Crossfit_Hanna,GlobalCard,2023,21,19,60,True,75.02,IT,IT,iOS,x5l5ycGvWUhZA9tUln-vbg,aBet_kaggohoaPGaTyzk1Q,FYluejvw3pRbPJBQ2xoOPA,Ecommerce,4916,False,False,D,NL
72404824030,Martinis_Fine_Steakhouse,GlobalCard,2023,18,23,95,True,33.32,GR,GR,Other,,GsTeXjA66vR_9T7TgJV1nw,QsLrNa58Bzp3Dh5oprnA4Q,Ecommerce,4236,False,True,G,FR
10513291903,Golfclub_Baron_Friso,NexPay,2023,8,35,113,False,20.0,LU,LU,Android,QoptM2npsjcOX9OZ6eXJqA,S7nijEFqmgJke7c8aElQ-A,oc_YaNxMlakqc2RLUjhxgA,Ecommerce,4236,False,False,F,IT
23472469694,Rafa_AI,GlobalCard,2023,14,38,155,False,155.49,SE,IT,Windows,,dqweCiHI_WkbgUNFFBPCbg,v5hKXU4rn_DOrOYZJjelEA,Ecommerce,4526,False,False,E,NL
34499880248,Rafa_AI,NexPay,2023,21,50,47,True,46.36,IT,IT,Android,5pD9w1Ej4zX5HzOF1EXikw,VpQBiFGBPjIcl-fVNJwKIw,rckOKxqMyAZBRi9AVZe6pQ,Ecommerce,4916,False,False,E,NL
11785147176,Crossfit_Hanna,TransactPlus,2023,12,31,27,True,180.48,IT,FR,Other,IJxuPhTG6iwQYtsIuaPK3w,bZhExEmVxSuHvP99Iybwdw,OhVknOkFckavUmHPRuA0Lg,Ecommerce,4645,True,False,G,NL
13821686274,Martinis_Fine_Steakhouse,NexPay,2023,20,50,300,True,25.8,ES,ES,Linux,2DnyQuQsRzE4OF56jUi1GQ,,3L1s3la7AmGEwt2cSuV6tg,Ecommerce,4236,False,False,D,FR
40979407587,Martinis_Fine_Steakhouse,TransactPlus,2023,2,59,18,True,87.79,ES,GR,Other,Hr8nRom-wNZDqcEd40Kj0A,Sq97lXdP6cemOP9VGnVY3g,OuSqc4YeSUf1RnnKYNs6ZQ,POS,4916,False,False,B,FR
43256077269,Rafa_AI,NexPay,2023,15,14,285,True,60.41,IT,SE,Windows,yC3ZBij_cbTzXgj_lsPKlg,2Ws6QbFejuAOq4BRXkEqbQ,LKxKI0YOSr2rgWSgFowing,Ecommerce,4556,False,False,E,NL
